date,t,cp_location,cp_location_norm,cp_score
2000-09-29,21,10.5,0.5,nan
2000-10-02,22,13.067022044116381,0.4253799026611247,0.8153281974723106
2000-10-03,23,13.078426225555468,0.47245589402116817,0.999655546190301
2000-10-04,24,13.067688981385038,0.5205862389816649,0.9996495913298321
2000-10-05,25,13.072387462042517,0.5679815494265468,0.9993995554127295
2000-10-06,26,12.525004848152568,0.6416664358022587,0.999995504122826
2000-10-09,27,12.422626513617654,0.6941606422086831,0.9999353160994147
2000-10-10,28,12.123420089784318,0.7560276147721753,0.9999171753783302
2000-10-11,29,12.152306507697375,0.8022711186810774,0.9997967704822123
2000-10-12,30,12.600949628046582,0.8285262081882581,0.986637728895666
2000-10-13,31,29.120982802714337,0.08947700939455536,0.9605323433983192
2000-10-16,32,29.16405653604774,0.13504492685486943,0.9134355950445047
2000-10-17,33,29.01230577141584,0.1898902013611505,0.8394566922189662
2000-10-18,34,26.21311852260465,0.3708038798759691,0.7736571407027453
2000-10-19,35,25.305037048853947,0.4616649024355263,0.7291065748368086
2000-10-20,36,25.596579571510627,0.4954009727852082,0.708931603691958
2000-10-23,37,24.847120359457428,0.5787085543115511,0.6975998056075279
2000-10-24,38,23.70876772703274,0.6805348701412981,0.7044434671870646
2000-10-25,39,27.024260091130085,0.5702733289938055,0.637317610983736
2000-10-26,40,20.31092522476182,0.9375749892970562,0.7726530593584463
2000-10-27,41,31.910987590611057,0.4328101147328068,0.924930075109279
2000-10-30,42,31.99265780185567,0.47654010467353947,0.9441709485631855
2000-10-31,43,31.71213837933945,0.5375172200314547,0.9503198232544653
2000-11-01,44,39.95247090681768,0.1927394806277295,0.9684496394567705
2000-11-02,45,31.986986439301553,0.6196673124142118,0.9849288872221297
2000-11-03,46,31.99182135151893,0.6670561261181462,0.9918069378020188
2000-11-06,47,31.640999968482063,0.7313809538818065,0.9968945013898797
2000-11-07,48,31.660521944159616,0.7780703836114469,0.9986975441120999
2000-11-08,49,31.219417086661277,0.8466944244447011,0.9994564327030004
2000-11-09,50,29.000017314395777,0.999999175504963,0.9985669657510142
2000-11-10,51,31.035618903833353,0.9506848141031737,0.9998525780465324
2000-11-13,52,40.00028141551398,0.5714151706898104,0.9809091949111552
2000-11-14,53,40.00224067787746,0.6189409201010734,0.9020794579531274
2000-11-15,54,40.00493779775278,0.6664315334403438,0.9527252251353391
2000-11-16,55,40.00750538435339,0.7139283150307911,0.9725156074120752
2000-11-17,56,40.00125149430331,0.7618451669379376,0.9901009440562758
2000-11-20,57,39.99857601377636,0.809591618391602,0.9973749740212544
2000-11-21,58,40.00019130093806,0.857133747574378,0.9963008495465281
2000-11-22,59,39.945832422946516,0.907341313193023,0.9992311977469948
2000-11-27,60,39.70371690743751,0.9664896710744043,0.979445189186653
2000-11-28,61,59.6021138668209,0.06656600634186188,0.9980922845735235
2000-11-29,62,59.027365840244116,0.14155400760742307,0.9999817007699702
2000-11-30,63,59.013860435209864,0.18981616975191123,0.9999938738853782
2000-12-01,64,59.04509367292808,0.23594792033675796,0.9999881281045537
2000-12-04,65,59.02490276771795,0.2845284396324787,0.9999620789527773
2000-12-05,66,59.01358990702049,0.33268619490378626,0.9999702877266539
2000-12-06,67,59.052996929600475,0.3784287176380726,0.9999123064978046
2000-12-07,68,59.021425803570544,0.4275511522109265,0.9998397986240465
2000-12-08,69,59.349257582687414,0.45955916272917074,0.9996706196122014
2000-12-11,70,59.01710358026804,0.5229950676062837,0.9995489268048031
2000-12-12,71,59.0112068735088,0.5708949107852954,0.9987473895281077
2000-12-13,72,59.36059173868921,0.6018765838719424,0.9979955230427905
2000-12-14,73,58.512739112807004,0.6898695660568093,0.9995555190542875
2000-12-15,74,64.0226700546128,0.47511094978034274,0.5130685390960616
2000-12-18,75,67.7185982121475,0.3467334184691668,0.7118412281819759
2000-12-19,76,67.92934495718853,0.38431690680054603,0.8046759818118248
2000-12-20,77,63.8809174394496,0.6247182171690668,0.5949362780053304
2000-12-21,78,72.47148339520378,0.26326269546648684,0.7825471061885847
2000-12-22,79,72.01390810787753,0.33267104248202256,0.8570233982210501
2000-12-26,80,70.69445409272143,0.44312123367993195,0.9188024402764121
2000-12-27,81,70.37169280103792,0.5061098666172418,0.9739422102218167
2000-12-28,82,67.98346853610826,0.6674538792329399,0.8181075094912877
2000-12-29,83,69.25495216645984,0.654526087311436,0.8657609141491477
2001-01-02,84,67.96116298157877,0.7637541437343445,0.7132756302555667
2001-01-03,85,81.00735533739359,0.1901259363145909,0.6877053274649003
2001-01-04,86,67.98107877673856,0.8580438677743545,0.708046210923618
2001-01-05,87,67.99273614262316,0.9051078027322306,0.7389389234618753
2001-01-08,88,78.99061380724605,0.4290183901311405,0.5871717083000616
2001-01-09,89,81.0098818448679,0.3804818169110521,0.5755732954807073
2001-01-10,90,81.00083610140048,0.42853161421902475,0.5784997653223827
2001-01-11,91,81.02112658804475,0.47518444818834515,0.5369323003747812
2001-01-12,92,81.04731406252057,0.5215564732133062,0.5493633873381434
2001-01-16,93,81.31645846581155,0.5563591206756404,0.7021506132946294
2001-01-17,94,78.99830026027622,0.7143666542725607,0.6283118883195046
2001-01-18,95,85.94260884623256,0.4313043406555924,0.829270242871136
2001-01-19,96,84.97968035194995,0.5247771260976213,0.9559173380321864
2001-01-22,97,84.67425212204466,0.5869403751407303,0.8361899829572158
2001-01-23,98,84.65974437113668,0.6352502680411104,0.9083354409950541
2001-01-24,99,84.71713042172486,0.6801366465845304,0.8213106373424706
2001-01-25,100,84.97902693459636,0.7152844316858875,0.8594048999029977
