date,t,cp_location,cp_location_norm,cp_score
2003-04-16,21,10.5,0.5,nan
2003-04-17,22,12.013293481593447,0.4755574532574549,0.8842747617301022
2003-04-21,23,12.02312434066948,0.5227083647300248,0.8654598726933969
2003-04-22,24,17.070718690001186,0.3299657766666102,0.6463722710390376
2003-04-23,25,16.85526960367596,0.38784430458685903,0.6915751590121542
2003-04-24,26,16.996899850079966,0.42871905475809685,0.6596580528541851
2003-04-25,27,15.975317201096646,0.524984895185874,0.5952960063881236
2003-04-28,28,17.087155827252445,0.5196592463213121,0.6315836988419368
2003-04-29,29,15.990094352999641,0.6195193165238266,0.6299336996897995
2003-04-30,30,15.995174269646034,0.6668964633501888,0.6852369802817317
2003-05-01,31,20.94619159109124,0.47875278137660765,0.8189898044938809
2003-05-02,32,20.99861442789178,0.5238755034337247,0.8260866509264829
2003-05-05,33,20.92869093771737,0.5748242410610777,0.8949038162029624
2003-05-06,34,20.9729817643535,0.6203342016974525,0.9344092111494031
2003-05-07,35,21.024779816220292,0.6654866754180814,0.7126547020415497
2003-05-08,36,21.016086036396054,0.7135197125525689,0.7415622262304511
2003-05-09,37,27.902630153274348,0.43320808793931675,0.8998468911088177
2003-05-12,38,27.993377788191793,0.4765058196099146,0.9189813757715133
2003-05-13,39,27.982506668511057,0.5246425395947115,0.8848121598979211
2003-05-14,40,27.954809371678305,0.5735805061105569,0.9344196483659408
2003-05-15,41,27.98388389202613,0.6198150527606604,0.9253099750440265
2003-05-16,42,27.665365592079187,0.6826016384724196,0.7763957495914205
2003-05-19,43,27.970587206034057,0.7156863235221878,0.8477647821524344
2003-05-20,44,27.993770121159457,0.7622014228019306,0.9026871670722961
2003-05-21,45,27.97702233276502,0.8106179841540466,0.9403152893255102
2003-05-22,46,27.990208691635257,0.8576091099221307,0.9588073537942668
2003-05-23,47,27.168894131829415,0.9443383746747898,0.98002784576451
2003-05-27,48,41.96190098916826,0.2875285243253211,0.8073028530057494
2003-05-28,49,36.66785333456205,0.5872450793065692,0.5258203044724689
2003-05-29,50,41.998604101457005,0.3810188523115712,0.8062430444051665
2003-05-30,51,41.990876097020305,0.4290059001418903,0.8189902465426158
2003-06-02,52,47.07196487574703,0.23466833925014152,0.7740737852772585
2003-06-03,53,43.398196320622276,0.4572287466370345,0.696415603922657
2003-06-04,54,43.644760974910305,0.4931066202423664,0.6848580016647897
2003-06-05,55,55.0,0.0,nan
2003-06-06,56,52.714689901760295,0.15644333801141452,0.9874259680639765
2003-06-09,57,52.043529495105986,0.23602240499495306,0.9815241766340603
2003-06-10,58,52.00451677803082,0.28549920104615145,0.981792021391714
2003-06-11,59,52.007549483386434,0.3329738341244555,0.9613157633830015
2003-06-12,60,52.012560277430275,0.38035427250332027,0.9434507978583245
2003-06-13,61,52.2399249394235,0.4171464314560237,0.9777250177865411
2003-06-16,62,52.03487540361675,0.47452974268491654,0.9776418374043212
2003-06-17,63,45.650566800905054,0.8261634856711879,0.9700950559791294
2003-06-18,64,52.08428383841063,0.5674150553137797,0.9739832079266236
2003-06-19,65,52.28904140533185,0.6052837426032452,0.9568169103363928
2003-06-20,66,63.00676910123626,0.1425348047030353,0.5966283888770758
2003-06-23,67,66.8129794152372,0.008905742131562176,0.8010543575510352
2003-06-24,68,64.99810216114372,0.14294751613601334,0.7735220096552627
2003-06-25,69,66.05881370705815,0.1400564901400881,0.7763463997416845
2003-06-26,70,60.74096366058755,0.44090649235297363,0.8353623813627258
2003-06-27,71,60.33546592406919,0.5078349559967053,0.8100418564778897
2003-06-30,72,59.73900404885139,0.5838569500546956,0.8157358943949053
2003-07-01,73,59.29789282602481,0.6524812939988187,0.819724201247559
2003-07-02,74,56.93656083480116,0.8125447221523255,0.8408916058734168
2003-07-03,75,56.977313191609404,0.8582231813519331,0.7727633419223832
2003-07-04,76,56.63027207079069,0.9223679966290148,0.8284284180496565
2003-07-07,77,61.037916420066736,0.7600992180920602,0.7345107072476003
2003-07-08,78,61.99661452001332,0.7620659752374611,0.9525857124735602
2003-07-09,79,66.00428458598886,0.6188435911433878,0.7464551901256642
2003-07-10,80,71.75700284532408,0.39252367403218663,0.6288055408459843
2003-07-11,81,71.4651447930636,0.45404072413982854,0.6303424391490811
2003-07-14,82,76.16217189234604,0.2779918146501887,0.8535446133772625
2003-07-15,83,71.23428001051727,0.5602723804515587,0.63909565915596
2003-07-16,84,71.1534177292524,0.611742012892743,0.6400856751099385
2003-07-17,85,70.80473865995624,0.6759648257163694,0.6968847670258731
2003-07-18,86,72.18303246272521,0.6579508351083234,0.7473112658831407
2003-07-21,87,71.75757016484489,0.7258299921502432,0.7269209405470912
2003-07-22,88,80.37757235337725,0.362972745077274,0.763893904127561
2003-07-23,89,80.00100807901282,0.4285234248089133,0.713484799183824
2003-07-24,90,80.03915182311535,0.47432610366117395,0.7645289891295045
2003-07-25,91,80.19953989156947,0.5143076242109775,0.624796510419437
2003-07-28,92,80.05325966275704,0.5688923970115694,0.6565664824605928
2003-07-29,93,80.17989667965176,0.6104811104927732,0.66468277737046
2003-07-30,94,80.21493832047288,0.6564315085489104,0.6634216269053972
2003-07-31,95,79.87982744971453,0.7200082166802607,0.7172641184747788
2003-08-01,96,79.85342821193144,0.7688843708604074,0.7273097917982665
2003-08-04,97,86.95893502644456,0.4781459511216874,0.8241510207379894
2003-08-05,98,86.9818848779405,0.5246721486695,0.8594127423195754
2003-08-06,99,86.9019873299322,0.5760958414318001,0.7123079628314836
2003-08-07,100,89.84798444380908,0.48342931219956753,0.6217868296004583
