date,Settle
2000-09-18,93.21499633789062
2000-09-19,93.23699951171875
2000-09-20,93.23500061035156
2000-09-21,93.2249984741211
2000-09-22,93.23200225830078
2000-09-25,93.22200012207031
2000-09-26,93.20999908447266
2000-09-27,93.19499969482422
2000-09-28,93.19499969482422
2000-09-29,93.20999908447266
2000-10-02,93.21499633789062
2000-10-03,93.22000122070312
2000-10-04,93.21199798583984
2000-10-05,93.21199798583984
2000-10-06,93.21199798583984
2000-10-09,93.20500183105469
2000-10-10,93.20500183105469
2000-10-11,93.2300033569336
2000-10-12,93.25
2000-10-13,93.27999877929688
2000-10-16,93.2699966430664
2000-10-18,93.28500366210938
2000-10-20,93.28500366210938
2000-10-23,93.28700256347656
2000-10-24,93.29000091552734
2000-10-25,93.27999877929688
2000-10-26,93.2699966430664
2000-10-27,93.26000213623047
2000-10-30,93.45500183105469
2000-10-31,93.45500183105469
2000-11-01,93.4749984741211
2000-11-02,93.4749984741211
2000-11-03,93.44000244140625
2000-11-06,93.44000244140625
2000-11-07,93.41000366210938
2000-11-08,93.3949966430664
2000-11-09,93.41000366210938
2000-11-10,93.44000244140625
2000-11-13,93.41999816894531
2000-11-14,93.45500183105469
2000-11-15,93.44499969482422
2000-11-16,93.45500183105469
2000-11-17,93.44499969482422
2000-11-20,93.44499969482422
2000-11-21,93.45500183105469
2000-11-22,93.4749984741211
2000-11-24,93.42500305175781
2000-11-27,93.4749984741211
2000-11-28,93.48999786376953
2000-11-29,93.52999877929688
2000-11-30,93.45500183105469
2000-12-01,93.58499908447266
2000-12-04,93.5
2000-12-05,93.6050033569336
2000-12-06,93.57499694824219
2000-12-07,93.75499725341797
2000-12-08,93.75
2000-12-11,93.59500122070312
2000-12-12,93.68000030517578
2000-12-13,93.72000122070312
2000-12-14,93.7699966430664
2000-12-15,93.78500366210938
2000-12-18,93.80000305175781
2000-12-19,93.82499694824219
2000-12-20,93.81500244140625
2000-12-21,93.94499969482422
2000-12-22,94.03500366210938
2000-12-26,94.01000213623047
2000-12-27,93.96499633789062
2000-12-28,93.76499938964844
2000-12-29,93.94000244140625
2001-01-02,93.77200317382812
2001-01-03,93.87000274658203
2001-01-04,94.29000091552734
2001-01-05,94.54499816894531
2001-01-08,94.66999816894531
2001-01-09,94.66999816894531
2001-01-10,94.56500244140625
2001-01-11,94.66999816894531
2001-01-12,94.6500015258789
2001-01-16,94.56500244140625
2001-01-17,94.61000061035156
2001-01-18,94.73500061035156
2001-01-19,94.79000091552734
2001-01-22,94.74500274658203
2001-01-23,94.66000366210938
2001-01-24,94.66000366210938
2001-01-25,94.69000244140625
2001-01-26,94.73500061035156
2001-01-29,94.76499938964844
2001-01-30,94.83999633789062
2001-01-31,94.83999633789062
2001-02-01,94.88999938964844
2001-02-02,94.80500030517578
2001-02-05,94.80999755859375
2001-02-06,94.79499816894531
2001-02-07,94.81999969482422
2001-02-08,94.80500030517578
2001-02-09,94.84500122070312
2001-02-12,94.84500122070312
2001-02-13,94.80000305175781
2001-02-14,94.7750015258789
2001-02-15,94.75
2001-02-16,94.79000091552734
2001-02-20,94.80999755859375
2001-02-21,94.86699676513672
2001-02-22,94.8949966430664
2001-02-23,94.94999694824219
2001-02-26,95.03500366210938
2001-02-27,95.03500366210938
2001-02-28,94.99500274658203
2001-03-01,95.00700378417969
2001-03-02,95.00499725341797
2001-03-05,94.98500061035156
2001-03-06,94.98699951171875
2001-03-07,95.00700378417969
2001-03-08,95.01699829101562
2001-03-09,94.96499633789062
2001-03-12,94.9800033569336
2001-03-13,94.9749984741211
2001-03-14,95.06999969482422
2001-03-15,95.0999984741211
2001-03-16,95.12000274658203
2001-03-19,95.28500366210938
2001-03-20,95.23500061035156
2001-03-21,95.30000305175781
2001-03-22,95.3499984741211
2001-03-23,95.27999877929688
2001-03-26,95.26499938964844
2001-03-27,95.29199981689453
2001-03-28,95.22000122070312
2001-03-29,95.23999786376953
2001-03-30,95.22000122070312
2001-04-02,95.30000305175781
2001-04-03,95.24500274658203
2001-04-04,95.29000091552734
2001-04-05,95.56999969482422
2001-04-06,95.53500366210938
2001-04-09,95.58999633789062
2001-04-10,95.56500244140625
2001-04-11,95.4800033569336
2001-04-12,95.4000015258789
2001-04-16,95.375
2001-04-17,95.302001953125
2001-04-18,95.63500213623047
2001-04-19,95.70500183105469
2001-04-20,95.73999786376953
2001-04-23,95.78500366210938
2001-04-24,95.78500366210938
2001-04-25,95.84500122070312
2001-04-26,95.87999725341797
2001-04-27,95.875
2001-04-30,95.80500030517578
2001-05-01,95.87999725341797
2001-05-02,95.83499908447266
2001-05-03,95.87999725341797
2001-05-04,95.94999694824219
2001-05-07,96.01000213623047
2001-05-08,96.03500366210938
2001-05-09,96.03500366210938
2001-05-10,95.9749984741211
2001-05-11,95.87999725341797
2001-05-14,95.9000015258789
2001-05-15,96.03500366210938
2001-05-16,96.0199966430664
2001-05-17,95.97699737548828
2001-05-18,95.97000122070312
2001-05-21,95.96700286865234
2001-05-22,95.98200225830078
2001-05-23,95.99500274658203
2001-05-24,95.9800033569336
2001-05-25,96.04000091552734
2001-05-29,96.06500244140625
2001-05-30,96.0469970703125
2001-05-31,96.05699920654297
2001-06-01,96.06500244140625
2001-06-04,96.06999969482422
2001-06-05,96.0719985961914
2001-06-06,96.08999633789062
2001-06-07,96.09700012207031
2001-06-08,96.10199737548828
2001-06-11,96.1050033569336
2001-06-12,96.11000061035156
2001-06-13,96.11499786376953
2001-06-14,96.13999938964844
2001-06-15,96.1500015258789
2001-06-18,96.20500183105469
