date,t,cp_location,cp_location_norm,cp_score
2001-07-12,126,63.0,0.5,nan
2001-07-13,127,82.77098401900489,0.3510239363571041,0.891671284441509
2001-07-16,128,68.34625487745598,0.4734424216074922,0.6985656368326834
2001-07-17,129,68.3761235875776,0.4811418762890667,0.7148811190823396
2001-07-18,130,68.2683300481331,0.4899338885068802,0.7189273359225394
2001-07-19,131,68.22260747802628,0.4982332739839184,0.7367463935418537
2001-07-20,132,68.19678503167054,0.5063747219708687,0.7285589603310934
2001-07-23,133,68.28633585437996,0.5136005090922225,0.7132169622839043
2001-07-24,134,68.41040299178023,0.5205523572080935,0.7721175624229193
2001-07-25,135,68.55127852289658,0.5273708053738366,0.755315670809181
2001-07-26,136,68.50780561298083,0.535652336404914,0.7581137918206546
2001-07-27,137,68.47145764286603,0.543877320294714,0.754844274368899
2001-07-30,138,68.51052718337472,0.5515037525128991,0.7088889049049409
2001-07-31,139,82.65430355337674,0.44718806703669256,0.8914502680047711
2001-08-01,140,82.56547389806477,0.4558295722375812,0.9033813069126083
2001-08-02,141,92.55986008173583,0.38444555490685844,0.9453299315549198
2001-08-03,142,82.42813422906187,0.47279258548363595,0.9168361492983329
2001-08-06,143,82.35162823932752,0.48133628381486093,0.9225205436112051
2001-08-07,144,82.24927652295958,0.4900851069606383,0.9344941193759009
2001-08-08,145,82.2740994424909,0.4978246075992786,0.9093072441089955
2001-08-09,146,82.33189955947464,0.505302384448614,0.883257837035998
2001-08-10,147,82.3040929905072,0.5134595794404191,0.876508072427048
2001-08-13,148,82.25202273306114,0.5218093433884037,0.8916451071900358
2001-08-14,149,82.21410763771682,0.5300467647800252,0.8869680590975901
2001-08-15,150,82.38360593957589,0.536638048098604,0.8394164485939445
2001-08-16,151,82.33409386372898,0.5449675090180239,0.8549505056136062
2001-08-17,152,82.29385603351164,0.5532233648133996,0.8678066398701276
2001-08-20,153,68.25176733963255,0.6726050211140274,0.7519293986419572
2001-08-21,154,68.21280679995944,0.6808507396828616,0.7830572297307221
2001-08-22,155,98.17844493840106,0.4509647227111027,0.8687561319449599
2001-08-23,156,114.52400290141053,0.32917458014753553,0.9149372651818857
2001-08-24,157,114.28601570215561,0.3389998753797174,0.9221795763577646
2001-08-27,158,97.96458312769833,0.47647156247858463,0.8936844031495479
2001-08-28,159,97.96216164864792,0.48442728850279426,0.914842404589181
2001-08-29,160,92.99847374037911,0.5317581449176261,0.9055315409910982
2001-08-30,161,92.94919730549958,0.5400857356706382,0.9135784721066688
2001-08-31,162,97.95942937100978,0.508258497055478,0.8826294493333691
2001-09-04,163,97.96217285341174,0.516173231322129,0.8935864189424936
2001-09-05,164,92.99563194720014,0.5635267305777767,0.9170078392855042
2001-09-06,165,98.11338481586111,0.5308461522550706,0.8982304963424362
2001-09-07,166,97.9631555303997,0.5399749561079389,0.8875288128030002
2001-09-10,167,92.99697753506629,0.5873255751185215,0.891433726583053
2001-09-11,168,92.79299098808039,0.5968810239041239,0.8917312080237644
2001-09-12,169,92.98557698886734,0.6032890715169259,0.9258100278411392
2001-09-13,170,92.98466184346752,0.6112328425121626,0.8857250096214563
2001-09-14,171,114.8947864806074,0.4452794723761318,0.896019125756287
2001-09-17,172,114.64691481950527,0.45518321571821213,0.9041935760743525
2001-09-18,173,114.63502244247242,0.4632141075994253,0.9043552147711595
2001-09-19,174,114.50240541642593,0.47220313161566724,0.9107698195418076
2001-09-20,175,109.7858251224841,0.5175728164882214,0.7651102550011294
2001-09-21,176,109.79505543038519,0.525436068012816,0.7374495039031526
2001-09-24,177,109.79445926435947,0.5333773074257184,0.7453238463806249
2001-09-25,178,92.98570445120777,0.6747166313396209,0.8679163896087003
2001-09-26,179,108.96036879348095,0.5558700889406274,0.8045313775008305
2001-09-27,180,109.821677609222,0.5569708126252223,0.7377375973243882
2001-09-28,181,109.77885138031328,0.5652472112673549,0.7587923179674186
2001-10-01,182,109.79563804512203,0.5730504917053807,0.7443996783427955
2001-10-02,183,114.4404459424893,0.5441234449008785,0.9064515635102257
2001-10-03,184,114.55905734087112,0.5511185925327688,0.903686938130578
2001-10-04,185,123.37749380264788,0.48906750950279465,0.6187425660682653
2001-10-05,186,114.432303400038,0.5679975920631906,0.9001528726478335
2001-10-08,187,123.64620891814121,0.502807865729038,0.5989275651894267
2001-10-09,188,123.61001754089585,0.5110316068182869,0.5971055093024018
2001-10-10,189,123.57265299867157,0.5192646587407018,0.5982726814801762
2001-10-11,190,129.00018995621653,0.48412547653796406,0.5683320577809802
2001-10-12,191,129.0004673074382,0.4920597832742999,0.5670423095611488
2001-10-15,192,128.99883231721745,0.500009267323671,0.5680941599700089
2001-10-16,193,128.99927462021168,0.5079422649189549,0.5685708211777414
2001-10-17,194,128.99822547753044,0.515887099384679,0.5709574335385887
2001-10-18,195,92.99254582780203,0.8095829696206188,0.8708416561300006
2001-10-19,196,134.97994236681956,0.4842861716919083,0.6190097230072642
2001-10-22,197,142.663079466081,0.4312454010628492,0.6842598602417717
2001-10-23,198,135.60262090453045,0.49521729440848844,0.6575160071263209
2001-10-24,199,135.60583521056168,0.5031282919796692,0.6599842257793672
2001-10-25,200,134.9799866986147,0.516031851598296,0.6196494151431946
2001-10-26,201,128.99648579995116,0.5714564619051495,0.5845139130655573
2001-10-29,202,142.63808529255255,0.4711263072019639,0.6950334699343761
2001-10-30,203,142.78366887641636,0.47790738986971143,0.6706747746750878
2001-10-31,204,142.7644442308877,0.4859964743580341,0.6720574968774796
2001-11-01,205,142.72465561649034,0.4942487649484894,0.6717724257576488
