,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,CT,2006-01-03,-0.0030689368777692,0.18905699,-0.0005802039763779782,0.0167214918776075,-0.0005802039763779782,-0.0005802039763779782,-0.0005802039763779782,-0.0005802039763779782,-0.0005802039763779782,-0.0005802039763779782
1,CT,2006-01-04,-0.0026054393873389,0.32459217,-0.0008457052326154099,0.0165029422103066,-0.0008496561512640438,-0.0008536070699126777,-0.0008575579885613115,-0.0008615089072099454,-0.0008654598258585793,-0.0008694107445072132
2,CT,2006-01-05,0.0038222955881803,0.30888104,0.0011806346532360777,0.0162727909070046,0.0011803099327160065,0.0011799852121959355,0.0011796604916758642,0.0011793357711557932,0.001179011050635722,0.001178686330115651
3,CT,2006-01-06,0.0069614214795499,0.27390167,0.0019067449769757244,0.0160269218261225,0.0019058514006109386,0.0019049578242461528,0.0019040642478813667,0.0019031706715165809,0.001902277095151795,0.0019013835187870092
4,CT,2006-01-09,-0.0011765124146587,0.2662168,-0.0003132073872712898,0.0158611388936466,-0.00031335190198430237,-0.00031349641669731486,-0.0003136409314103274,-0.0003137854461233399,-0.00031392996083635244,-0.00031407447554936493
5,CT,2006-01-10,-0.0017414068936704,0.27549505,-0.00047974898331286527,0.0156175758029184,-0.00048015333281866486,-0.0004805576823244644,-0.000480962031830264,-0.0004813663813360636,-0.0004817707308418631,-0.0004821750803476627
6,CT,2006-01-11,0.000110778310457,0.28340447,3.139506830607028e-05,0.0153857428470286,3.102661110428038e-05,3.065815390249049e-05,3.0289696700700587e-05,2.992123949891069e-05,2.9552782297120794e-05,2.9184325095330898e-05
7,CT,2006-01-12,0.0055180818523871,0.24452563,0.0013493124209393618,0.0151348181526539,0.0013482430438052713,0.0013471736666711806,0.0013461042895370901,0.0013450349124029997,0.0013439655352689092,0.0013428961581348185
8,CT,2006-01-13,0.0006786666800091,0.16973162,0.00011519119298423728,0.0149365683297187,0.00011292671255844428,0.00011066223213265127,0.00010839775170685827,0.00010613327128106526,0.00010386879085527226,0.00010160431042947925
9,CT,2006-01-17,-0.0164273699947708,0.27258304,-0.004477822413197214,0.0146909066595056,-0.00448121986326015,-0.004484617313323086,-0.004488014763386022,-0.004491412213448958,-0.0044948096635118945,-0.004498207113574831
10,CT,2006-01-18,0.0136037532425065,0.34505525,0.004694046507505224,0.0152769976551461,0.004692141544442785,0.004690236581380346,0.004688331618317907,0.004686426655255468,0.004684521692193029,0.00468261672913059
