,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,CT,2007-01-03,-0.0032768056285933,-0.9957733,0.0032629556048030116,0.0173363797308049,0.0032629556048030116,0.0032629556048030116,0.0032629556048030116,0.0032629556048030116,0.0032629556048030116,0.0032629556048030116
1,CT,2007-01-04,-0.0014169392047204,-0.9960542,0.0014113482070630718,0.0171121025836275,0.0014109847853476418,0.0014106213636322117,0.0014102579419167818,0.0014098945202013517,0.0014095310984859218,0.0014091676767704917
2,CT,2007-01-05,0.0011336592447384,-0.99619114,-0.0011293412999102907,0.0168478709307854,-0.0011297764424275122,-0.0011302115849447336,-0.0011306467274619552,-0.0011310818699791765,-0.001131517012496398,-0.0011319521550136194
3,CT,2007-01-08,-0.0044969237332375,-0.9963551,0.004480532969524903,0.0165694747820658,0.004480058928134071,0.00447958488674324,0.0044791108453524076,0.004478636803961576,0.004478162762570744,0.004477688721179913
4,CT,2007-01-09,-0.0018119783526821,-0.9965164,0.0018056661567359725,0.0163864536715269,0.0018053441960927219,0.0018050222354494714,0.0018047002748062208,0.00180437831416297,0.0018040563535197196,0.001803734392876469
5,CT,2007-01-10,0.0011944140072311,-0.99543995,-0.0011889674156378813,0.0161361816038556,-0.0011893815252971944,-0.0011897956349565077,-0.0011902097446158208,-0.0011906238542751342,-0.0011910379639344473,-0.0011914520735937604
6,CT,2007-01-11,0.0072717704883178,-0.9956519,-0.007240152108644301,0.0158700871936778,-0.007240647107816895,-0.00724114210698949,-0.007241637106162084,-0.0072421321053346786,-0.007242627104507273,-0.007243122103679868
7,CT,2007-01-12,0.0024158356628364,-0.99510765,-0.0024040165510597136,0.0157309093443166,-0.0024042624480722797,-0.0024045083450848453,-0.0024047542420974114,-0.002405000139109977,-0.002405246036122543,-0.002405491933135109
8,CT,2007-01-16,0.0015563830946168,-0.9958899,-0.0015499862077511606,0.0154768276206426,-0.001550500732572798,-0.0015510152573944354,-0.0015515297822160728,-0.0015520443070377102,-0.0015525588318593476,-0.001553073356680985
9,CT,2007-01-17,-0.0059754204460192,-0.99612904,0.005952289808287274,0.0152217399164724,0.005951772917066697,0.00595125602584612,0.0059507391346255425,0.005950222243404965,0.005949705352184388,0.005949188460963811
10,CT,2007-01-18,0.0002293885639296,-0.99597365,-0.00022846496451465486,0.0151085808841161,-0.00022869167054630858,-0.0002289183765779623,-0.00022914508260961602,-0.00022937178864126972,-0.00022959849467292344,-0.00022982520070457716
11,CT,2007-01-19,-0.005362123562381,-0.99595827,0.005340451299435736,0.0148599172052067,0.005339930613769167,0.005339409928102597,0.005338889242436028,0.005338368556769459,0.00533784787110289,0.00533732718543632
12,CT,2007-01-22,0.0086639252528194,-0.9963852,-0.008632607040615272,0.0147191217290214,-0.00863292363761317,-0.008633240234611067,-0.008633556831608965,-0.008633873428606862,-0.00863419002560476,-0.008634506622602659
13,CT,2007-01-23,-0.0041184012747712,-0.996002,0.004101935982466131,0.0146483750599594,0.004101793878069301,0.004101651773672471,0.004101509669275641,0.004101367564878811,0.004101225460481981,0.00410108335608515
14,CT,2007-01-24,-0.0011985233325971,-0.9962538,0.0011940334106710151,0.0144742826963547,0.001193638814102142,0.001193244217533269,0.0011928496209643957,0.0011924550243955227,0.0011920604278266495,0.0011916658312577765
15,CT,2007-01-25,-0.0030500177455587,-0.9955751,0.0030365216316984036,0.0142452247867626,0.003036021251838178,0.0030355208719779533,0.003035020492117728,0.0030345201122575025,0.003034019732397277,0.003033519352537052
16,CT,2007-01-26,-0.00683632452579,-0.99582,0.006807748592651324,0.0140466456100197,0.006807273557334975,0.006806798522018627,0.006806323486702279,0.006805848451385931,0.006805373416069582,0.006804898380753235
17,CT,2007-01-29,-0.0027805475643422,-0.99567634,0.002768525418369363,0.013956101096365,0.0027683129774782552,0.002768100536587147,0.0027678880956960392,0.002767675654804931,0.0027674632139138232,0.002767250773022715
18,CT,2007-01-30,0.0083724314390485,-0.9952432,-0.008332605387847592,0.0137505273315276,-0.008333094424726673,-0.008333583461605754,-0.008334072498484833,-0.008334561535363914,-0.008335050572242994,-0.008335539609122075
19,CT,2007-01-31,-0.0054967261124113,-0.9950329,0.005469423360044538,0.0136886902056215,0.005469276140129607,0.005469128920214676,0.005468981700299746,0.005468834480384815,0.005468687260469884,0.0054685400405549535
20,CT,2007-02-01,0.0041646520420567,-0.9961599,-0.004148659408209609,0.0135531481950643,-0.004149042147596654,-0.004149424886983699,-0.004149807626370744,-0.0041501903657577876,-0.004150573105144832,-0.004150955844531877
21,CT,2007-02-02,0.0097078579369412,-0.99605536,-0.009669563976950056,0.01336571211117,-0.00967004726262988,-0.009670530548309705,-0.00967101383398953,-0.009671497119669354,-0.009671980405349178,-0.009672463691029002
22,CT,2007-02-05,-0.0124351678364494,-0.99587905,0.012383923182158935,0.0133530560805827,0.012383896050051189,0.012383868917943444,0.012383841785835698,0.012383814653727952,0.012383787521620207,0.012383760389512461
23,CT,2007-02-06,-0.0087037327198015,-0.9953602,0.008663349102751596,0.0135527515866286,0.008662811823392052,0.00866227454403251,0.008661737264672965,0.008661199985313423,0.008660662705953878,0.008660125426594336
24,CT,2007-02-07,-0.007774380948286,-0.9947691,0.0077337139107976835,0.0135301130575965,0.007733676492793435,0.007733639074789185,0.007733601656784936,0.007733564238780687,0.007733526820776437,0.0077334894027721885
